Job Title,Job Link,Company Name,Location,Salary,Posted Text,Post Date,Job Age,Job Description,Last Date to Apply,Expiry
Graduate Engineering Traineee,"https://www.glassdoor.co.in/job-listing/graduate-engineering-traineee-ge-healthcare-technologies-JV_KO0,29_KE30,56.htm?jl=1009772085520",GE HealthCare Technologies4.2,Karnataka,,27d,2025-06-09,27,"Category
Services
Job Id
R4023498
Location
Remote, Karnataka, India, 999999
Job Description Summary
GE HealthCare is a leading global medical technology and digital solutions innovator. Our purpose is to create a world where healthcare has no limits. Unlock your ambition, turn ideas into world-changing realities, and join an organization where every voice makes a difference, and every difference builds a healthier world.


You will be responsible for all resources and logistics required to perform

services and maintenance activities on customers' sites. This includes maintaining, repairing, and refurbishing sold or existing products, managing maintenance facilities, and field services engineering.

You will be accountable for the quality of your work, following prescribed work instructions and systems checking within a well-defined operations framework.
Job Description
Roles and Responsibilities:
Maintain all models specific to Multi-Modality Imaging Equipment in the assigned area.
• Troubleshoot complex multi-symptom problems at the system level. • Complete all administration tasks on time.Ensure timely completion of FMIs (Field Modification Instructions) and PMS (Preventive Maintenance Service) inspections documentation for assigned accounts.Develop conceptual knowledge of professional discipline, including support roles with specialized expertise or technical knowledge.Understand how your team's work contributes to the business area.Resolve issues using established procedures, consulting with supervisors or senior team members for issues outside defined instructions.Collaborate with others to solve issues, develop strong customer relationships, and serve as the interface between customers and GE.
Required Qualifications & Eligibility Criteria:
A fulltime bachelor’s degree in engineering with a specialization in EEE or ECE, from a AICTE approved or govt accredited university.Candidate graduated or graduating in 2024 or 2025 respectively, with an aggregate of 70% or 7.0 CGPA. Applicants shouldn’t have any backlogs.Proficient subject matter knowledge of Electronics and Electrical.Willing to travel as assigned and / or attend the client service needs, under minimal supervision.
Desired Characteristics:
Proficient verbal and written communication skills.Client & service focused.
Inclusion and Diversity
GE Healthcare is an Equal Opportunity Employer where inclusion matters. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law.
We expect all employees to live and breathe our behaviors: to act with humility and build trust; lead with transparency; deliver with focus, and drive ownership – always with unyielding integrity.
Our total rewards are designed to unlock your ambition by giving you the boost and flexibility you need to turn your ideas into world-changing realities. Our salary and benefits are everything you’d expect from an organization with global strength and scale, and you’ll be surrounded by career opportunities in a culture that fosters care, collaboration and support.
Additional Information
Relocation Assistance Provided: Yes",2025-07-09,Currently Open
MIS Incharge,"https://www.glassdoor.co.in/job-listing/mis-incharge-apm-terminals-JV_KO0,12_KE13,26.htm?jl=1009800645217",APM Terminals4.1,India,,3d,2025-07-03,3,"Opportunity
APM Terminals
Fulfillment & Logistics Operations Execution includes roles that manage and execute inventory, warehouse and fulfilment activities (planning and execution, distribution is covered by carrier management). Includes all kinds of warehouses like CFS, CY, inland depot / warehouses, bonded warehouses, etc. whether owned, operated or both by Maersk. Administrative stream includes those who primarily support others by performing skilled technical, administrative or operational tasks. Jobs may range from highly supervised entry-level workers, technicians, and administrative staff to experienced individual contributors with robust technical or practical knowledge in specific areas, who have an ability to execute specialized work to support operations. At the top of this career stream, individuals work independently and apply standards, yet can also make departures from established processes to resolve problems. A colleague at this level works on tasks of limited scope and complexity, exercises independent judgment within defined boundaries and guidelines and typically under supervision. The colleague has skills developed through job-related training and on-the-job experience within a specific job discipline. Colleagues have knowledge of standardized work routines and methods, general facts and information but may need to escalate non-routine problems to a more experienced colleague or supervisor. The job requires limited job and business knowledge at the time of hiring.
Maersk is committed to a diverse and inclusive workplace, and we embrace different styles of thinking. Maersk is an equal opportunities employer and welcomes applicants without regard to race, colour, gender, sex, age, religion, creed, national origin, ancestry, citizenship, marital status, sexual orientation, physical or mental disability, medical condition, pregnancy or parental leave, veteran status, gender identity, genetic information, or any other characteristic protected by applicable law. We will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.
We are happy to support your need for any adjustments during the application and hiring process. If you need special assistance or an accommodation to use our website, apply for a position, or to perform a job, please contact us by emailing [email protected].",2025-08-02,Currently Open
Supervisor,"https://www.glassdoor.co.in/job-listing/supervisor-apm-terminals-JV_KO0,10_KE11,24.htm?jl=1009800646412",APM Terminals4.1,India,,3d,2025-07-03,3,"Opportunity
APM Terminals
Fulfillment & Logistics Operations Execution includes roles that manage and execute inventory, warehouse and fulfilment activities (planning and execution, distribution is covered by carrier management). Includes all kinds of warehouses like CFS, CY, inland depot / warehouses, bonded warehouses, etc. whether owned, operated or both by Maersk. Administrative stream includes those who primarily support others by performing skilled technical, administrative or operational tasks. Jobs may range from highly supervised entry-level workers, technicians, and administrative staff to experienced individual contributors with robust technical or practical knowledge in specific areas, who have an ability to execute specialized work to support operations. At the top of this career stream, individuals work independently and apply standards, yet can also make departures from established processes to resolve problems. A colleague at this level works on tasks of limited scope and complexity, exercises independent judgment within defined boundaries and guidelines and typically under supervision. The colleague has skills developed through job-related training and on-the-job experience within a specific job discipline. Colleagues have knowledge of standardized work routines and methods, general facts and information but may need to escalate non-routine problems to a more experienced colleague or supervisor. The job requires limited job and business knowledge at the time of hiring.
Maersk is committed to a diverse and inclusive workplace, and we embrace different styles of thinking. Maersk is an equal opportunities employer and welcomes applicants without regard to race, colour, gender, sex, age, religion, creed, national origin, ancestry, citizenship, marital status, sexual orientation, physical or mental disability, medical condition, pregnancy or parental leave, veteran status, gender identity, genetic information, or any other characteristic protected by applicable law. We will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.
We are happy to support your need for any adjustments during the application and hiring process. If you need special assistance or an accommodation to use our website, apply for a position, or to perform a job, please contact us by emailing [email protected].",2025-08-02,Currently Open
"Senior Specialist, AR","https://www.glassdoor.co.in/job-listing/senior-specialist-ar-maersk-line-JV_KO0,20_KE21,32.htm?jl=1009781365800",Maersk Line4.1,India,,19d,2025-06-17,19,"Opportunity
Maersk is a global leader in integrated logistics and have been industry pioneers for over a century. Through innovation and transformation, we are redefining the boundaries of possibility, continuously setting new standards for efficiency, sustainability, and excellence.
At Maersk, we believe in the power of diversity, collaboration, and continuous learning and we work hard to ensure that the people in our organization reflect and understand the customers we exist to serve.
With over 100,000 employees across 130 countries, we work together to shape the future of global trade and logistics.
Join us as we harness cutting-edge technologies and unlock opportunities on a global scale. Together, let's sail towards a brighter, more sustainable future with Maersk.
What we offer: Impact: Your work will directly contribute to the success of our global operations. Opportunity: Maersk provides ample opportunities for growth and development, both professionally and personally. Innovation: Join a forward-thinking team that embraces innovation and cutting-edge technologies. Global Exposure: Collaborate with colleagues from diverse backgrounds and gain exposure to international business practices. Work-Life Balance: We value work-life balance and offer flexible working arrangements to support our employees
Summary:
As a Senior Specialist, Accounts Receivable you will be responsible for monitoring the receivables on customer accounts in a long-term setting. This role is essential to ensuring customer financial services are handled properly. The position is responsible for helping customer understand their charges and assist in resolving any questions or concerns.
Additional responsibilities will include collecting payments, scheduling payments and reviewing statement of account for accuracy of charges and proper account handling. As part of the Accounts Receivable team, you will work in a customer service oriented, fast paced and team focused environment to help resolve customer account balances.

As you support Collections team, we will support you by offering all the tools and resources you need in a collaborative team-based environment. Our goal is to ensure you can provide top tier service and resolution for our customer accounts.

Responsibilities:
Sending billing statements and reconcile account balances. Retrieving copies of invoices to send via e-mail for account resolution. Documenting client communications in the GP collection tool and SAP systems. Checking payments and following up on disputes items. Identifying, communicating and escalating issues to management or appropriate leader. Additional duties and responsibilities as assigned by management.
Key responsibilities:
SOA Sending
Invoice validation
Dunning compliance
Collection Tool Implementation
Collection Reporting
Reconciliation
Quality checking
Dispute handling
Payment Application
Freight Release
Adhoc Targets and deadlines
ESS filing/Attendance Management
Refunds
Write off /Write back Activity
Career Development
We are looking for
University qualification (Accounting/Finance preferred)
At least 2-4 years’ experience in Accounts Receivable role
Microsoft office (Excel is a must)
End to end collection/OTC process understanding
SAP Knowledge
Dialer management experience
Knowledge on collections tool
Workforce Management and floor support
Shift : 12:00 to 9:00 PM IST
Maersk is committed to a diverse and inclusive workplace, and we embrace different styles of thinking. Maersk is an equal opportunities employer and welcomes applicants without regard to race, colour, gender, sex, age, religion, creed, national origin, ancestry, citizenship, marital status, sexual orientation, physical or mental disability, medical condition, pregnancy or parental leave, veteran status, gender identity, genetic information, or any other characteristic protected by applicable law. We will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.
We are happy to support your need for any adjustments during the application and hiring process. If you need special assistance or an accommodation to use our website, apply for a position, or to perform a job, please contact us by emailing [email protected].",2025-07-17,Currently Open
L&D manager,"https://www.glassdoor.co.in/job-listing/ld-manager-apm-terminals-JV_KO0,10_KE11,24.htm?jl=1009800645654",APM Terminals4.1,India,,3d,2025-07-03,3,"Opportunity
APM Terminals
Fulfillment & Logistics Operations Execution includes roles that manage and execute inventory, warehouse and fulfilment activities (planning and execution, distribution is covered by carrier management). Includes all kinds of warehouses like CFS, CY, inland depot / warehouses, bonded warehouses, etc. whether owned, operated or both by Maersk. Administrative stream includes those who primarily support others by performing skilled technical, administrative or operational tasks. Jobs may range from highly supervised entry-level workers, technicians, and administrative staff to experienced individual contributors with robust technical or practical knowledge in specific areas, who have an ability to execute specialized work to support operations. At the top of this career stream, individuals work independently and apply standards, yet can also make departures from established processes to resolve problems. A colleague at this level works on tasks of limited scope and complexity, exercises independent judgment within defined boundaries and guidelines and typically under supervision. The colleague has skills developed through job-related training and on-the-job experience within a specific job discipline. Colleagues have knowledge of standardized work routines and methods, general facts and information but may need to escalate non-routine problems to a more experienced colleague or supervisor. The job requires limited job and business knowledge at the time of hiring.
Maersk is committed to a diverse and inclusive workplace, and we embrace different styles of thinking. Maersk is an equal opportunities employer and welcomes applicants without regard to race, colour, gender, sex, age, religion, creed, national origin, ancestry, citizenship, marital status, sexual orientation, physical or mental disability, medical condition, pregnancy or parental leave, veteran status, gender identity, genetic information, or any other characteristic protected by applicable law. We will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.
We are happy to support your need for any adjustments during the application and hiring process. If you need special assistance or an accommodation to use our website, apply for a position, or to perform a job, please contact us by emailing [email protected].",2025-08-02,Currently Open
Team Co-ordinator,"https://www.glassdoor.co.in/job-listing/team-co-ordinator-maersk-line-JV_KO0,17_KE18,29.htm?jl=1009777444823",Maersk Line4.1,India,,23d,2025-06-13,23,"Opportunity
Team Coordinator – Global Data Analytics, Technology (Maersk)
This position will be based in Bangalore

A.P. Moller - Maersk

A.P. Moller – Maersk is the global leader in container shipping services. The business operates in 130 countries and employs 80,000 staff. An integrated container logistics company, Maersk aims to connect and simplify its customers’ supply chains.

Today, we have more than 180 nationalities represented in our workforce across 131 Countries and this mean, we have elevated level of responsibility to continue to build inclusive workforce that is truly representative of our customers and their customers and our vendor partners too.

The Brief

In this role, you will be the backbone of seamless operations, ensuring smooth administrative workflows and efficient expense management. Your expertise will help streamline travel coordination, vendor interactions, and employee support, enabling teams to focus on their core priorities.

You’ll take ownership of critical behind-the-scenes tasks—from managing invoices and travel logistics to maintaining organizational resources and coordinating workplace essentials. With a keen eye for detail and a proactive approach, you’ll solve challenges before they arise and keep day-to-day operations running effortlessly.

This role is perfect for someone who thrives in a dynamic environment, enjoys problem-solving, and takes pride in delivering organized, high-quality support. If you’re passionate about efficiency, collaboration, and making an impact through operational excellence, this opportunity is for you.

What I'll be doing – your accountabilities/responsibilities?
Expense management incl invoice handling and travel expense settlement
Travel booking and visa handling
Managing the calendar of the Two LT that you will be supporting.
Maintain tasks e.g., org charts, subscriptions, SharePoint sites
Point of contact for administrative questions and requests
Venue booking for meetings/offsites
Order of gifts/flowers
Update of distribution lists
On and off boarding of employees within the teams
Qualifications & Requirements
Experience: 5+ years as an Executive Assistant or in a similar administrative role.
Skills: Strong organizational, communication, and time-management abilities.
Technical: Proficient in Microsoft Office (Outlook, Excel, PowerPoint) and expense/travel tools (e.g.,Concur).
Detail-Oriented: High accuracy in handling expenses, invoices, and confidential data.
Adaptable: Ability to prioritize tasks and solve problems efficiently.
As a performance-oriented company, we strive to always recruit the best person for the job – regardless of gender, age, nationality, sexual orientation or religious beliefs. We are proud of our diversity and see it as a genuine source of strength for building high-performing teams.
Maersk is committed to a diverse and inclusive workplace, and we embrace different styles of thinking. Maersk is an equal opportunities employer and welcomes applicants without regard to race, colour, gender, sex, age, religion, creed, national origin, ancestry, citizenship, marital status, sexual orientation, physical or mental disability, medical condition, pregnancy or parental leave, veteran status, gender identity, genetic information, or any other characteristic protected by applicable law. We will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.
We are happy to support your need for any adjustments during the application and hiring process. If you need special assistance or an accommodation to use our website, apply for a position, or to perform a job, please contact us by emailing [email protected].",2025-07-13,Currently Open
Office Assistance,"https://www.glassdoor.co.in/job-listing/office-assistance-wri-india-JV_IC2851180_KO0,17_KE18,27.htm?jl=1009759109912",WRI India3.7,Mumbai,₹5L (Employer provided),30d+,2025-06-06,30,"Office Assistance
About us

WRI India, an independent charity legally registered as the India Resources Trust, provides objective information and practical proposals to foster environmentally sound and socially equitable development. Through research, analysis, and recommendations, WRI India puts ideas into action to build transformative solutions to protect the earth, promote livelihoods, and enhance human well-being.
We are inspired by and associated with World Resources Institute (WRI), a global research organization. Currently over 250 researchers are working with WRI India in our offices at Delhi, Mumbai and Bengaluru.

Our mission and values:
WRI’s mission is to move human society to live in ways that protect Earth’s environment and its capacity to provide for the needs and aspirations of current and future generations.
Our values are shared ideals that bind us together: Integrity, Innovation, Urgency, Independence and Respect.

Our culture:
WRI is committed to advancing gender and social equity for human well-being in our mission including equal opportunities in employment. All qualified applicants will receive consideration for employment without regard to race, ethnicity, religion, sex, national origin, age, caste, marital status, sexual orientation, gender identity and expression, disability, or protected Veteran status.
Job Highlight:

The Office Assistant at the India Resources Trust (IRT) provides administrative support to the office and staff, ensuring the smooth running of the office and the efficient functioning of the organization.

What you will do:
Provide administrative support to the office and staff, including scheduling appointments, managing correspondence, and organizing internal events
Maintain office supply inventory, order and restock supplies
Maintain office equipment and facilities, coordinating with vendors
Provide support to other departments
Manage office records and files
Provide support for meetings and events, including scheduling, logistics, and materials preparation
Help with special projects.
What you will need:
High school diploma or equivalent required; associate or bachelor's degree in related field is preferred.
1-2 years of experience in an administrative support role
Strong organizational, planning, and time management skills
Excellent written and verbal communication skills
Proficient in Microsoft Office Suite (Word, Excel, PowerPoint, Outlook)
Handle confidential information with discretion
Ability to work well in a team environment.
Experience working with non-profit organizations or in a similar field.

Location: Mumbai, India

Potential Salary and Benefits: INR 4,60,000-5,40,000 CTC per annum
Salary shall be commensurate with experience and skills. WRI offers a generous and comprehensive benefits package.

Duration: 1 year (Extendable based on performance and project requirements)

To Apply:
Only Qualified applicants should apply online at https://jobs.jobvite.com/wri/jobs. All applications must be submitted online through this career portal in order to be formally considered.
List of Documents to be attached:
Submission of a cover letter, a CV/resume and a writing sample is required. Final candidates will be invited to provide a review of a sample draft.

Diversity, Equity, and Inclusion (DEI) @WRI India
WRI India values and promotes diversity, equity and inclusion across all areas of our work and workforce. Integrating these values into our actions fosters a progressive and collaborative culture and can also enhance our impact. It is our responsibility to create a welcoming working environment for people of diverse cultures, backgrounds and experience to learn together. We are responsible for fostering a safe and inclusive workplace where questions, concerns and information about diversity, equity and inclusion are part of our ongoing dialogue and development.
Learn more about WRI India’s commitment to Diversity, Equity, and Inclusion (DEI). Click Here

People-centric to the core:
We keep our people at the centre of everything we do - from a welcoming work environment to benefits and a culture that encourages staff to stay healthy, happy, engaged, and growing.
Some of the non-monetary benefits that our staff get: Health benefits: We cover health insurance for you and your loved ones for up to INR 8 lakhs
Term Insurance: Our term insurance policy covers life coverage of 50 lakhs per staff member
Employee Assistance program: Promoting mental well-being and supporting staff in achieving a satisfying work-life balance
Health & Nutrition: Personalized diet recommendation from a certified dietitian based on the physical health condition and lifestyle
Flexible work schedule: Alternative work arrangements for all who are eligible by nature of their job
Learning culture: Workshops and trainings to empower staff, encourage new learning opportunities
Rest and Recharge weeks: We encourage staff to take time off to rest, rejuvenate, upskill, and pursue their interests.
Our leave policy: Avail personal time off at 36 per year, along with public holidays, maternity, paternity, and adoption leaves.

Click here to know more about our benefits Careers | WRI INDIA (wri-india.org)
Equal employment @WRI India
We believe in equal employment, it is our policy to recruit, and provide opportunities for advancement in all job classifications without regard to caste, religion, sex, age, marital status, sexual orientation, parental status, or disability.",2025-07-06,Currently Open
Executive Assistant to C-Level Executives | Remote,"https://www.glassdoor.co.in/job-listing/executive-assistant-to-c-level-executives-remote-nao-medical-JV_KO0,48_KE49,60.htm?jl=1009673696080",Nao Medical3.8,Delhi,₹7L - ₹9L (Employer provided),30d+,2025-06-06,30,"Location: Fully Remote
Schedule: Monday - Friday, Eastern Time
Pay Range: INR 700,000 - 850,000 Annually
Benefits: Paid Time Off (PTO)
About the Company
At Nao Medical, we're revolutionizing healthcare by blending cutting-edge technology with heartfelt, personalized care. Over the past 13 years, we've proudly served more than a million New Yorkers at our various locations. Our mission is simple: through our multi-specialty practice, we provide accessible, quality care tailored to each patient's needs. We're breaking down barriers, championing health equity, and delivering value-based care to create healthier communities.
Job Summary
Nao Medical, a rapidly growing healthcare organization, is in search of an Executive Assistant to C-level executives. In this pivotal role, you will play a vital part in ensuring the efficient and high-quality execution of activities that drive us toward the achievement of our strategic goals. As an ideal candidate for this position, you should possess exceptional organizational skills, meticulous attention to detail, and a dedication to supporting our C-level executives in navigating the dynamic landscape of the healthcare industry. Your contributions will be instrumental in our continued success and expansion.
This role is pivotal in maintaining efficient operations and effective communication within Nao Medical, ensuring the C-level executives' time is optimally utilized and key strategic objectives are met.
Primary Responsibilities
Calendar Management: Take charge of managing the C-level executives' calendar, meticulously scheduling appointments, and travel arrangements, and proactively resolving any scheduling conflicts. Prepare all necessary meeting materials and liaise with relevant staff to ensure the C-level executives are fully equipped for all engagements.
Facilitate Communication: Act as a liaison between the C-level executives and staff, ensuring the prompt review of proposals, correspondence, and important documentation. This includes providing guidance and support to ensure the successful execution of key strategic initiatives.
Leadership and Board Meetings: Collaborate in the planning and coordination of Leadership and Board meetings, ensuring smooth logistics and communication among stakeholders.
Optimized Scheduling: Work in coordination with the C-level executives and other stakeholders to optimize schedules and maintain efficient time management.
Vendor Relationships: Serve as the primary point of contact for select vendor relationships, both internally and externally, managing communications and ensuring smooth collaboration.
Administrative Support: Provide general administrative support, as needed, encompassing calendar management, meeting scheduling, and travel arrangements.
Committee Meeting Support: Schedule and document minutes for certain Committee Meetings, ensuring that all relevant materials are organized, managed, and effectively distributed.
Communication Hub: Manage incoming phone calls and direct them appropriately to maintain effective communication within the organization.
Mail and Shipping: Handle mail and shipping logistics, ensuring the timely processing of incoming and outgoing correspondence.
Special Projects: Contribute to special projects and other duties as assigned, demonstrating adaptability and versatility in supporting the C-level executives and organization.
Job Requirements
Education and Experience:
Preferably with a Masters degree in business administration, healthcare management, or a related field.
Minimum 3 years experience as an executive assistant, preferably supporting C-suite executives or senior leadership within a similar industry or organization.
Proficiency in computer systems, including spreadsheets, and databases with the ability to quickly learn new systems and tools.
A strong ability to manage complex schedules, coordinate meetings, and handle multiple priorities effectively.
Excellent written and verbal communication skills. This includes drafting emails, reports, and other documents on behalf of the C-level executives.
A commitment to maintaining the highest level of confidentiality when dealing with sensitive information.
Proficiency in working in a fully remote work environment.
Schedule Requirements:
Ability to work night shifts during Eastern Time, from 8:00 AM - 5:00 PM, Monday-Friday
Technical Requirements:
Candidates must provide their equipment and technology meeting these minimum specifications:
Up-to-date desktop or laptop computer with at least 8GB of RAM and a modern processor (Intel i5 or equivalent).
Windows 10 or macOS 10.15 (Catalina) or later.
High-speed internet connection with a minimum speed of 50 Mbps.
Functional headset with microphone, webcam, and reliable keyboard and mouse.
Quiet workspace devoid of distractions.
A second monitor is preferred, but not required.
Emergency backup or contingency plan for technology or connectivity issues.
Equal Employment Opportunity Statement
Nao Medical is an Equal Opportunity Employer. We are committed to fostering, cultivating, and preserving a culture of diversity, equity, and inclusion. We do not discriminate based on race, color, religion, creed, national origin, ancestry, sex, age, disability, marital status, sexual orientation, gender identity, genetic information, military or veteran status, or any other characteristic protected by applicable federal, state, or local laws. This policy applies to all employment terms and conditions, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.
Nao Medical is dedicated to providing a work environment free from discrimination and harassment and treating all individuals with respect and dignity. Combining individuals from diverse backgrounds and experiences creates a more innovative, creative, and productive workforce.
Experience the Nao Medical difference. Join us in transforming healthcare, Nao!",2025-07-06,Currently Open
Claims Adjuster,"https://www.glassdoor.co.in/job-listing/claims-adjuster-transport-and-logistics-JV_KO0,15_KE16,39.htm?jl=1009770252632",Transport and Logistics4.1,India,,30d,2025-06-06,30,"Opportunity
Responsible for handling cargo claims from all claimants as per set guidelines.
Job Description
Responsible for handling cargo claims.
Responsible for the management and administration of all claims filed Globally.
Responsible for the coordination with local Front desk and guiding them with regards to claim handling.
Provide proactive, efficient, and fair but firm claims and recovery management and obtain best possible claims and recovery settlement for the Group.
Provide technical expertise and advice related to incidents, claims matter and loss prevention initiatives.
Key Responsibilities
Claims-
Handling cargo Claims as per the set guidelines.
Having a customer centric approach at the same time keeping in mind the legal requirement and closing claim within legal ambit
Establish appropriate claims handling relationship in respective management area.
Assess and document factual background of claims matters; establish and update claims file.
Safeguard rights of recovery and drive recovery actions.
Liaise with internal and external stakeholders, such as claimants (customer, recovery agents, lawyer, under writer and P&I) third party claims administrators etc.
Enter and update data in the claims data base (case management) according to corporate guideline.
Manage and settle claims matters in accordance with corporate guideline.
Provide advice and support to Local claim desk related to any claim’s matters.
Keeping data quality at top level.
Formulate, drive and/or support loss prevention initiatives.
Education:
Graduate from recognized university
LLB / LLM or MBA degree would be preferable.
Experience:
Minimum of 2 years of working experience within Shipping, Logistics, Marine surveyor, or insurance Industry.
Exposure to shipping operations preferable.
Experience in core claims handling (which includes independent claim settlement) will be an added advantage.
Special Skills (Functional/Technical):
Good Analytical skills.
The knowledge of structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.
The knowledge of local maritime laws, legal codes, court procedures, precedents, government regulations, executive orders, agency rules, and the political process directly impacting claims handling of the region.
Good Comprehension skills
Excellent team player
Well organized to carry out multi-tasks
Flexible with changes
Take ownership and responsibility of the job assigned
Eye for the details
Maersk is committed to a diverse and inclusive workplace, and we embrace different styles of thinking. Maersk is an equal opportunities employer and welcomes applicants without regard to race, colour, gender, sex, age, religion, creed, national origin, ancestry, citizenship, marital status, sexual orientation, physical or mental disability, medical condition, pregnancy or parental leave, veteran status, gender identity, genetic information, or any other characteristic protected by applicable law. We will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.
We are happy to support your need for any adjustments during the application and hiring process. If you need special assistance or an accommodation to use our website, apply for a position, or to perform a job, please contact us by emailing [email protected].",2025-07-06,Currently Open
Logistics Coordinator,"https://www.glassdoor.co.in/job-listing/logistics-coordinator-sbm-offshore-JV_IC2940587_KO0,21_KE22,34.htm?jl=1009766062121",SBM Offshore4.3,Bengaluru,₹3L - ₹7L (Glassdoor Est.),30d+,2025-06-06,30,"Logistics Coordinator
Req Id: 18119
Job Family: Logistics
Location:
Bangalore, IN, 560071
Description:
Imagine your career taking you to the depths of innovation and the heights of impact. Our people enable continuous progress. Their commitment, collective expertise, and unique capabilities are the engine room behind SBM Offshore’s True. Blue. Transition. - shaping the future of energy, and beyond.

About Us:
SBM Offshore is the world’s deepwater ocean-infrastructure expert. Our work is already resulting in cleaner, more efficient energy production. True. Blue. Transition. is our promise to enable that into the future while at the same time using our expertise to support new and existing markets in the blue economy. It starts with Advancing our Core: continuing to advance the decarbonization of traditional energy production. While Pioneering More: helping to enable the energy transition and using our unique capabilities in ocean infrastructure to support more industries to grow sustainably. Sharing our experience for a better blue tomorrow.

Job Description


Incumbent works within the project team, to support all Shipping, Logistics, and customs requirements on Projects.
Incumbent has the responsibility to execute and coordinate the delivery of logistics services, and make sure that all materials/equipment are delivered to destination in a safe and timely manner.
Incumbent will ensure all shipping files are compliant and contain the relevant customs information.
Incumbent will ensure that all services under His/her supervision, are performed in accordance with Group procedures, code of ethics and HSEQ policy


Roles & Responsibilities:

Depending on project requirements the Logistics Coordinator will oversee the following tasks:

To handle and coordinate each shipment required on His/her Project, including issuance of commercial invoices, packing list, manifests, and check external documents for accuracy.
To be the single point of contact for organization of Logistics activities within his/her Projects (Freight Forwarding, Shipping agency, transportation, handling, storage, customs clearance…).
To follow transit files in direct collaboration with freight forwarders, logistics providers.
To Manage Import and Export of material and equipment when necessary and ensure all transit files are compliant and contain the relevant customs information.
To organize proper storage, and ensure all cargo stored under his perimeter are recorded.
To report and liaise with logistics suppliers and services providers for any issue and any potential claims.
To maintain strong archive system, records for all files, from requests, to Payment, with all associated documents (AWB/BL/Manifests/Customs Declarations/Invoices)
To record all services are delivered in full compliance with budget, respecting contractual agreements, within the expected quality and as per schedule constraints.
To Perform purchasing activities of logistics services appropriately (from RFQ to PO award). Participate in selection of suppliers on Projects in line with internal processes.
To ensure that logistic activities are conducted as per SBM requirements, on a compliant manner and follows customs regulations, and alert Project Management at the earliest stage of any Compliance and / or Safety related issues.
To follow up & report all project’s cost commitments, related to Logistic activities.
To actively report and manage any unsafe act, condition or procedure or environmental unsafe acts and conditions to Project Management, so that action can be taken to manage or minimize any all-risk.
To Support and Guide Project team in defining the best delivery terms with vendors and, where required, subcontractors.
To develop transportation and logistics plans on his/her projects.


Experience / Qualification:

Bachelor’s or Master’s degree and minimum of 8 to 10 years of experience as Freight Forwarder,
Strong experience in coordination of transport by Sea, Air, Road for/to various destinations all over the world.
Good Knowledge of Customs & associated regimes.
First experience in management of Out of Gauge and Break-Bulk shipments.
Experience of Projects (Could be on Oil and Gas… but not mandatory),
Excellent administrative and communications skills.

GENERAL INFORMATION

SBM Offshore N.V. is a listed holding company that is headquartered in Amsterdam. It holds direct and indirect interests in other companies that collectively with SBM Offshore N.V. form the SBM Offshore Group (“the Company”). For further information, please visit our website at www.sbmoffshore.com. The companies in which SBM Offshore N.V., directly and indirectly, owns investments are separate entities.
SBM Offshore is proud to be an Equal Employment Opportunity and Affirmative Action employer. SBM Offshore does not discriminate on the basis of race, religion, color, sex, gender identity, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status, or any other basis covered by appropriate law. All employment is decided on the basis of qualifications, merit, and business need.",2025-07-06,Currently Open
